optimiser,main_m,main_p,main_t,main_aoa,flap1_m,flap1_p,flap1_t,flap1_aoa,flap2_m,flap2_p,flap2_t,flap2_aoa,gap1,gap2,overlap1,overlap2,C_L,C_D,efficiency,score
refine-PSO,0.09,0.2,0.1589,1.993399,0.09,0.334028,0.133239,23.837811,0.089001,0.542307,0.102594,44.596749,0.012508,0.0087,0.019678,0.022422,3.539554,0.124034,28.536918,3.043417
refine-PSO,0.09,0.2,0.158579,1.928053,0.089995,0.339801,0.133636,23.618074,0.088368,0.542245,0.102703,44.835542,0.012744,0.0087,0.020239,0.023732,3.521748,0.123166,28.593437,3.029083
refine-PSO,0.09,0.2,0.159101,2.012704,0.089066,0.342546,0.134994,23.29051,0.088164,0.544022,0.102846,44.525734,0.01256,0.0087,0.019757,0.022072,3.529749,0.123596,28.558652,3.035363
refine-PSO,0.09,0.2,0.158783,1.92056,0.08953,0.339935,0.13382,23.677219,0.087482,0.549626,0.100957,44.725778,0.012309,0.0087,0.020333,0.022889,3.527855,0.122777,28.733798,3.036746
refine-PSO,0.09,0.200006,0.158974,1.933341,0.089905,0.338781,0.134595,23.496675,0.088682,0.542393,0.102382,44.703696,0.012564,0.0087,0.021203,0.020747,3.541917,0.124063,28.549235,3.045663
refine-PSO,0.09,0.2,0.158867,2.07627,0.089602,0.358989,0.134528,23.703161,0.087859,0.536771,0.102648,44.415766,0.012561,0.0087,0.01975,0.022563,3.518352,0.125278,28.084393,3.01724
refine-PSO,0.089999,0.2,0.15892,1.936354,0.089998,0.338661,0.133998,23.638484,0.088219,0.552375,0.102603,44.757818,0.012565,0.0087,0.019611,0.022735,3.547868,0.124411,28.517338,3.050224
refine-PSO,0.09,0.2,0.159392,1.918148,0.09,0.339219,0.133899,23.613245,0.088116,0.558257,0.102837,44.70649,0.012793,0.0087,0.020375,0.022629,3.54235,0.123523,28.677658,3.048258
refine-PSO,0.09,0.200019,0.158816,1.893405,0.089998,0.333059,0.13383,23.835602,0.088486,0.541632,0.102604,44.610578,0.012374,0.0087,0.019703,0.022826,3.546135,0.124103,28.574205,3.049724
refine-PSO,0.09,0.2,0.158897,1.879984,0.089997,0.339027,0.134023,23.463021,0.08835,0.544253,0.102663,44.8317,0.012514,0.008701,0.019943,0.02014,3.52172,0.123179,28.590233,3.029004
refine-PSO,0.09,0.2,0.158475,1.99628,0.089377,0.340622,0.134116,23.484655,0.088283,0.545018,0.10285,44.714616,0.012565,0.0087,0.019774,0.022735,3.538128,0.12392,28.551773,3.042449
refine-PSO,0.089993,0.2,0.158738,1.978715,0.089875,0.339487,0.133873,23.601058,0.088294,0.547585,0.101129,44.667107,0.012442,0.0087,0.019184,0.022823,3.546018,0.125567,28.240161,3.043752
refine-PSO,0.09,0.2,0.158878,1.930887,0.089644,0.338638,0.134525,23.685946,0.088282,0.543231,0.102585,44.701894,0.012565,0.0087,0.019904,0.023486,3.529776,0.123429,28.597657,3.03606
refine-PSO,0.089981,0.2,0.158613,1.968028,0.08914,0.360738,0.13416,23.62782,0.087923,0.541142,0.102738,44.608543,0.012618,0.0087,0.020401,0.022158,3.534797,0.123629,28.591889,3.04028
refine-PSO,0.09,0.200002,0.158915,1.935041,0.089989,0.33857,0.133997,23.522183,0.088332,0.553733,0.102601,44.647646,0.012562,0.0087,0.019612,0.022804,3.536757,0.124234,28.46841,3.039819
refine-PSO,0.09,0.200001,0.158795,1.869113,0.09,0.335808,0.134226,23.653101,0.088164,0.542415,0.10262,44.717762,0.012384,0.0087,0.01968,0.022942,3.525945,0.123059,28.6525,3.033709
refine-PSO,0.089998,0.2,0.158963,1.863572,0.089973,0.338338,0.133963,23.492545,0.088436,0.538764,0.102619,44.663692,0.012416,0.008718,0.021396,0.021197,3.5338,0.122434,28.862954,3.044065
refine-PSO,0.09,0.2,0.159198,1.966959,0.08996,0.336647,0.134943,23.596927,0.087822,0.544397,0.102678,44.703378,0.012566,0.0087,0.019954,0.022212,3.549912,0.124157,28.592106,3.053284
refine-PSO,0.09,0.200001,0.158689,1.906777,0.089901,0.340895,0.133948,23.573676,0.088701,0.546358,0.102838,44.808251,0.012371,0.0087,0.019902,0.022661,3.53467,0.123815,28.547981,3.03941
refine-PSO,0.089999,0.2,0.158982,1.933806,0.089546,0.338709,0.132849,23.63786,0.088754,0.543258,0.102435,44.750524,0.012567,0.0087,0.019025,0.022968,3.542153,0.124746,28.394937,3.043169
refine-PSO,0.09,0.200003,0.158498,1.710026,0.089064,0.352298,0.134247,23.677812,0.087602,0.546483,0.102356,44.41228,0.012635,0.0087,0.01982,0.021683,3.503435,0.121249,28.894639,3.018441
refine-PSO,0.09,0.200015,0.158825,1.93388,0.08972,0.338958,0.134029,23.66877,0.088379,0.54079,0.102629,44.68512,0.01257,0.008709,0.019601,0.022777,3.546525,0.124045,28.590528,3.050343
refine-PSO,0.089992,0.2,0.159444,1.937711,0.09,0.336591,0.134677,24.093774,0.088055,0.549553,0.102989,44.602698,0.013028,0.0087,0.019369,0.023083,3.527351,0.123214,28.627902,3.034496
refine-PSO,0.089988,0.2,0.158979,1.961357,0.09,0.333367,0.134135,23.654479,0.088116,0.543911,0.102653,44.649508,0.012458,0.00871,0.019783,0.021871,3.545886,0.124694,28.436595,3.047108
refine-PSO,0.09,0.2,0.159236,2.002013,0.089984,0.336822,0.13347,23.525046,0.087842,0.536823,0.102632,44.486083,0.012533,0.008701,0.022005,0.021631,3.51344,0.124494,28.221708,3.015463
