optimiser,main_m,main_p,main_t,main_aoa,flap1_m,flap1_p,flap1_t,flap1_aoa,flap2_m,flap2_p,flap2_t,flap2_aoa,gap1,gap2,overlap1,overlap2,C_L,C_D,efficiency,score
LHS,0.053347,0.260684,0.159959,4.761345,0.049109,0.44449,0.137736,21.037068,0.051268,0.406805,0.127299,44.635098,0.010164,0.010717,0.011486,0.017589,3.247895,0.130675,24.854676,2.725193
LHS,0.077539,0.357812,0.136002,4.215223,0.05339,0.363353,0.134431,16.46044,0.041279,0.450024,0.114836,31.621478,0.024475,0.026092,0.024219,0.019179,2.726619,0.097969,27.831505,2.334744
LHS,0.045032,0.398159,0.13935,0.962368,0.071866,0.521801,0.118197,24.609598,0.045945,0.395005,0.119399,36.525431,0.017262,0.020711,0.01613,0.024277,2.81609,0.109452,25.728978,2.378282
LHS,0.058525,0.200571,0.130325,2.267277,0.067664,0.57908,0.127528,15.885983,0.085666,0.535275,0.118283,39.803473,0.013588,0.01907,0.013306,-0.008074,2.604298,0.102543,25.397058,2.194125
LHS,0.042515,0.463447,0.150462,0.586714,0.047738,0.314588,0.139779,23.2083,0.07184,0.34642,0.116985,27.787203,0.024415,0.021894,0.017054,0.02417,2.537253,0.082151,30.885364,2.208651
LHS,0.080695,0.494437,0.159847,4.09238,0.041909,0.472797,0.139003,21.259805,0.065716,0.466165,0.126927,32.261355,0.02578,0.024414,0.016262,0.023002,3.046774,0.111421,27.344812,2.601092
LHS,0.089611,0.382325,0.124007,0.118176,0.087626,0.570115,0.135449,20.077243,0.06415,0.505069,0.118909,32.373696,0.026017,0.018503,-0.004056,0.005486,2.776397,0.088018,31.543474,2.424324
LHS,0.059702,0.232789,0.121363,2.097149,0.054809,0.32588,0.131394,21.185522,0.06451,0.446684,0.114674,36.937475,0.017648,0.015828,0.005562,0.020606,3.047215,0.103905,29.326879,2.631595
LHS,0.076024,0.28912,0.137895,1.384481,0.052059,0.353058,0.103551,16.539195,0.042278,0.576571,0.12675,39.241885,0.019058,0.015928,-0.013729,-0.008487,2.158109,0.100636,21.444708,1.755565
LHS,0.049217,0.448219,0.120993,0.906454,0.088263,0.380802,0.10784,22.680331,0.074209,0.316099,0.100705,27.731308,0.017586,0.018054,-0.006069,-0.005235,2.556433,0.092487,27.64088,2.186483
LHS,0.063133,0.272263,0.120561,0.045828,0.082628,0.555591,0.131017,13.490036,0.073933,0.594072,0.124593,44.312172,0.010403,0.011724,0.020261,0.011874,2.801873,0.086929,32.23175,2.454157
LHS,0.077774,0.207765,0.130074,3.123071,0.052236,0.440182,0.101002,26.238655,0.041646,0.531438,0.111457,35.455915,0.012978,0.010904,0.020688,0.02065,3.033925,0.114122,26.585013,2.577438
LHS,0.058041,0.213596,0.12871,4.28825,0.070153,0.320628,0.126747,12.620986,0.055884,0.579054,0.1281,44.728803,0.022169,0.025336,-0.007484,-0.010579,2.231461,0.139197,16.0309,1.674671
LHS,0.082985,0.298236,0.133953,4.57855,0.052159,0.52358,0.105655,10.327674,0.06672,0.325107,0.10264,31.927862,0.01202,0.019255,0.012659,0.017008,2.789197,0.092114,30.279676,2.420739
LHS,0.086347,0.33696,0.129474,0.91002,0.054344,0.589155,0.138688,21.593028,0.076195,0.423043,0.105395,42.249155,0.022531,0.025145,0.019425,0.025163,2.916295,0.100114,29.129703,2.515839
LHS,0.076329,0.348204,0.142488,0.480052,0.08439,0.47375,0.116741,14.379356,0.04433,0.369409,0.111988,43.884387,0.015788,0.008717,0.003697,-0.007628,2.152645,0.104096,20.679339,1.736259
LHS,0.079763,0.451004,0.144389,1.793335,0.042093,0.382476,0.11595,26.177164,0.040113,0.416239,0.119787,40.241877,0.009915,0.024038,0.020165,0.021692,3.002979,0.108573,27.658675,2.568688
LHS,0.088815,0.461655,0.124288,4.387177,0.046589,0.498806,0.124745,11.251954,0.043772,0.536508,0.100608,36.641447,0.016918,0.017129,0.005503,-0.003202,2.252185,0.111682,20.166051,1.805457
LHS,0.074167,0.244753,0.138263,0.303367,0.084657,0.348877,0.134311,13.391181,0.057068,0.402414,0.113348,29.632852,0.025152,0.011135,0.00685,-0.007298,2.490329,0.061633,40.405616,2.243796
LHS,0.06456,0.352702,0.147304,2.733983,0.060976,0.332164,0.137863,24.23463,0.041002,0.402634,0.117227,43.797774,0.02161,0.010622,0.013001,0.007506,3.290923,0.126034,26.111384,2.786787
LHS,0.047961,0.236587,0.151021,0.97797,0.053696,0.459864,0.133042,25.136157,0.077851,0.521782,0.101878,34.492849,0.020758,0.012337,0.005671,-0.013497,2.58844,0.105577,24.517188,2.166134
LHS,0.040353,0.431316,0.148708,4.488074,0.045932,0.332843,0.120683,19.510085,0.059862,0.566784,0.124963,38.861674,0.014807,0.023765,0.016762,0.002392,2.660269,0.121897,21.823974,2.172683
LHS,0.072299,0.343439,0.135639,0.395364,0.052506,0.46148,0.139625,25.824167,0.060581,0.394378,0.101144,39.743694,0.017363,0.01936,0.010446,-0.006301,2.73125,0.105731,25.832073,2.308326
LHS,0.08532,0.285453,0.120163,3.52226,0.069704,0.30589,0.118332,11.664208,0.054908,0.560936,0.115643,28.171379,0.010364,0.022573,-0.011437,0.017394,2.575699,0.084416,30.511865,2.238033
LHS,0.075669,0.408398,0.136425,1.629833,0.067718,0.462036,0.12699,10.350093,0.045385,0.300683,0.114901,42.665037,0.021375,0.022197,0.014886,-0.005831,2.046568,0.105638,19.37349,1.624018
LHS,0.048622,0.46216,0.140636,2.973699,0.07973,0.471572,0.112397,20.829329,0.043417,0.413,0.117742,34.392856,0.011772,0.008915,0.015847,0.018593,2.845314,0.103295,27.545496,2.432134
LHS,0.055956,0.256949,0.129878,2.866235,0.078756,0.40295,0.109077,21.961179,0.063834,0.529596,0.126361,34.743739,0.023148,0.018324,0.000787,0.016201,3.01004,0.113588,26.499667,2.555689
LHS,0.069803,0.411651,0.122027,1.26493,0.050203,0.303059,0.122222,14.68209,0.075223,0.371455,0.103438,35.491325,0.025955,0.012609,-0.013206,-0.003778,2.495406,0.084764,29.439525,2.156351
LHS,0.068226,0.254291,0.158845,3.52667,0.083837,0.39856,0.102723,13.769013,0.042237,0.346551,0.104024,43.940212,0.014177,0.015776,0.009232,-0.00924,2.306459,0.120902,19.077031,1.822849
LHS,0.053279,0.376143,0.150019,3.034371,0.076449,0.355864,0.115127,26.403175,0.084328,0.582884,0.103297,39.179858,0.02363,0.017643,0.023922,0.020495,3.190656,0.139834,22.817425,2.631319
LHS,0.045558,0.254725,0.148095,4.912728,0.046779,0.587896,0.123401,11.309637,0.04668,0.504705,0.106988,41.215732,0.016093,0.025207,0.016675,-0.005897,2.212745,0.121088,18.273845,1.728393
LHS,0.073077,0.296624,0.154781,1.842586,0.075853,0.36215,0.136382,12.866823,0.073504,0.522953,0.107033,32.655649,0.024987,0.009926,0.017779,0.018868,2.798213,0.077148,36.270698,2.489621
LHS,0.087057,0.25243,0.125582,1.717829,0.068617,0.588808,0.138747,18.018947,0.061395,0.524384,0.1202,37.629402,0.010654,0.011223,-0.009464,-0.013468,2.568869,0.098559,26.064209,2.174632
LHS,0.050468,0.426541,0.128549,2.912943,0.071605,0.380012,0.106036,16.514562,0.084756,0.305877,0.125105,39.980529,0.011581,0.011287,0.019756,-0.012363,2.385917,0.112663,21.177507,1.935266
LHS,0.063365,0.359925,0.142386,1.356091,0.088867,0.46378,0.133784,27.299238,0.085136,0.468279,0.12148,43.623851,0.011695,0.01788,0.010207,-0.003969,3.112911,0.127295,24.454236,2.603729
LHS,0.050121,0.246041,0.123275,4.650693,0.075929,0.594016,0.121103,21.169446,0.069493,0.499809,0.126537,35.195082,0.012645,0.012754,0.025281,0.010156,2.777679,0.152044,18.26897,2.169505
LHS,0.044653,0.416835,0.122511,0.337893,0.087734,0.548398,0.10623,26.037863,0.054693,0.48203,0.111029,34.036259,0.01209,0.012179,0.022557,0.019266,2.085797,0.127079,16.413443,1.577482
LHS,0.062679,0.440768,0.144241,1.686337,0.045061,0.446427,0.113901,15.06283,0.088564,0.574816,0.100932,36.44464,0.024494,0.021092,0.021833,0.00295,2.532616,0.087262,29.023188,2.183569
LHS,0.044846,0.249972,0.127081,4.413523,0.089975,0.558914,0.127534,20.235643,0.087848,0.44768,0.127963,42.354257,0.017549,0.012929,-0.006712,0.013455,3.207356,0.164384,19.511394,2.549821
LHS,0.052054,0.209439,0.124921,3.155573,0.053578,0.468468,0.114005,25.886707,0.089252,0.507518,0.115043,39.845807,0.014541,0.018395,-0.00391,-0.002409,2.670704,0.158334,16.867577,2.03737
LHS,0.054994,0.295698,0.142068,2.127733,0.042941,0.475008,0.113022,22.278001,0.056927,0.405319,0.1202,30.022714,0.009688,0.024903,0.018531,-0.010697,2.766231,0.084161,32.868191,2.429586
LHS,0.079912,0.22496,0.120285,4.642802,0.074071,0.339354,0.113453,19.595048,0.041787,0.392146,0.110067,31.484479,0.019501,0.022385,0.00458,0.005075,2.930246,0.111048,26.387287,2.486055
LHS,0.043937,0.240039,0.121806,0.036256,0.040839,0.564794,0.1264,11.544004,0.060074,0.47095,0.116282,29.083693,0.019871,0.020196,0.011362,0.006458,2.198936,0.055299,39.764189,1.977739
LHS,0.057054,0.326492,0.158315,2.138913,0.043061,0.578094,0.106883,11.729701,0.042905,0.502097,0.101416,38.840112,0.009725,0.011673,0.005794,-0.002198,2.083587,0.093195,22.357175,1.710805
LHS,0.080374,0.24845,0.138722,0.132227,0.06192,0.38386,0.10331,15.85311,0.085425,0.482718,0.117504,28.482939,0.023342,0.015209,-0.005639,0.02584,2.545648,0.065986,38.578674,2.281705
LHS,0.058593,0.453264,0.158469,1.562064,0.080144,0.420753,0.107064,13.709865,0.073658,0.323346,0.102122,41.46957,0.015745,0.015408,-0.00336,0.00723,2.613632,0.0942,27.745594,2.236833
LHS,0.088722,0.447387,0.137654,0.88531,0.087754,0.309928,0.117069,19.695135,0.060613,0.313642,0.106265,33.134434,0.011528,0.011004,0.01409,0.014037,2.87058,0.086651,33.128228,2.523978
LHS,0.045195,0.251985,0.149515,2.890878,0.050901,0.343181,0.100291,10.716897,0.077743,0.383782,0.123033,35.966485,0.018021,0.018227,0.013531,0.000894,2.28723,0.085321,26.807227,1.945945
LHS,0.04684,0.41426,0.145578,0.995539,0.080346,0.556176,0.122147,24.305305,0.078114,0.338353,0.105264,30.760751,0.026051,0.010473,-0.006926,-0.004356,2.660417,0.098522,27.003176,2.266328
LHS,0.083603,0.385751,0.135435,3.508106,0.045338,0.307841,0.105783,22.920843,0.050607,0.364977,0.125447,36.628449,0.009176,0.023633,0.021173,0.00576,3.059783,0.118468,25.82791,2.585911
LHS,0.062954,0.392691,0.14618,0.266127,0.075688,0.43395,0.106661,16.961784,0.077499,0.465782,0.102765,42.789118,0.024922,0.014939,-0.010096,-0.013209,2.020918,0.122277,16.527434,1.531812
LHS,0.060374,0.38539,0.157537,2.989375,0.065248,0.487878,0.112042,24.33976,0.065956,0.310062,0.125985,40.697326,0.012315,0.024481,-0.001379,0.001638,3.14724,0.131149,23.997426,2.622643
LHS,0.054375,0.346163,0.129814,2.603412,0.053852,0.393805,0.102198,18.338299,0.078247,0.590337,0.113775,39.506289,0.022633,0.017792,0.017902,0.004956,2.913193,0.113258,25.72175,2.460161
LHS,0.05839,0.423828,0.132561,2.628371,0.084807,0.374334,0.120287,21.881108,0.088988,0.505782,0.108805,29.423939,0.020101,0.013451,0.009077,-0.005028,2.890462,0.105457,27.409027,2.468636
LHS,0.044166,0.211043,0.14957,0.517058,0.058559,0.376066,0.123939,13.979583,0.044483,0.526658,0.106322,35.026613,0.023854,0.011534,0.009514,0.02386,2.333262,0.069285,33.676095,2.056121
LHS,0.050669,0.431984,0.145617,0.508944,0.058827,0.544443,0.13742,12.314434,0.040411,0.424082,0.120824,33.044374,0.011952,0.012939,0.003939,-0.006044,2.186599,0.067202,32.537574,1.91779
LHS,0.042291,0.492951,0.141289,1.048878,0.078374,0.408473,0.13178,11.626575,0.068949,0.379606,0.111347,38.791877,0.025118,0.01043,0.020506,0.016345,2.6367,0.079196,33.293408,2.319917
LHS,0.075487,0.306235,0.135727,0.759343,0.05234,0.327089,0.133562,18.033739,0.049418,0.429875,0.103796,43.75858,0.015535,0.009996,-0.006643,0.009825,2.606351,0.098118,26.563398,2.213879
LHS,0.080894,0.485406,0.141464,0.171952,0.05426,0.382834,0.111221,14.732109,0.04939,0.584588,0.108115,30.429542,0.024766,0.02578,-0.008766,0.022005,2.400277,0.067262,35.685315,2.131228
LHS,0.085371,0.263969,0.136345,2.044738,0.07752,0.529324,0.111269,21.990641,0.084186,0.322401,0.124727,34.527866,0.011218,0.016336,0.011184,-0.00301,3.063138,0.101976,30.037863,2.655234
LHS,0.052825,0.304636,0.154461,1.367199,0.074822,0.58602,0.128813,22.845184,0.052768,0.328097,0.128753,44.525917,0.016397,0.025082,0.02003,-0.010628,2.37153,0.122733,19.322657,1.880597
LHS,0.085839,0.208548,0.122932,4.968393,0.082129,0.599102,0.121866,13.316582,0.082437,0.311104,0.111169,34.170414,0.016608,0.009368,0.002163,0.017164,2.964464,0.125428,23.634793,2.462752
LHS,0.07812,0.429213,0.120436,4.628974,0.08402,0.462601,0.102834,15.640844,0.084089,0.352442,0.116044,32.776645,0.023471,0.010747,-0.000531,0.0253,2.929723,0.126348,23.187788,2.424332
LHS,0.076972,0.221552,0.141149,3.172757,0.060553,0.326344,0.136323,15.595688,0.080755,0.421783,0.102931,34.712067,0.012454,0.01543,0.018032,-0.001881,2.923618,0.098561,29.663095,2.529375
LHS,0.080058,0.43404,0.120014,1.515738,0.079,0.550562,0.113981,17.354784,0.042408,0.592502,0.111767,30.13521,0.023806,0.012676,0.015069,0.02259,2.64934,0.077655,34.116985,2.338722
LHS,0.062822,0.391613,0.125653,0.459083,0.085279,0.397484,0.138933,25.981837,0.046616,0.480594,0.104088,28.233531,0.024329,0.01352,0.006514,0.00536,2.565515,0.093363,27.47898,2.192064
LHS,0.070525,0.439081,0.145464,3.314989,0.084573,0.466246,0.136084,23.106616,0.080263,0.584425,0.129213,31.052722,0.024526,0.021265,-0.011231,0.001741,2.971312,0.125355,23.703209,2.469893
LHS,0.078579,0.434691,0.128464,4.717637,0.068024,0.521412,0.137194,15.915464,0.070168,0.328768,0.126561,37.281421,0.016658,0.013075,0.010349,0.014229,2.961613,0.142155,20.833709,2.392994
LHS,0.058869,0.418651,0.137223,4.508826,0.074488,0.369746,0.116706,16.169503,0.05799,0.306439,0.128385,43.270297,0.00979,0.015729,-0.006892,0.010522,3.008111,0.136185,22.088412,2.463371
LHS,0.061799,0.48589,0.120361,1.855689,0.041747,0.42529,0.111835,21.805921,0.072036,0.366215,0.111864,37.89355,0.01132,0.025917,-0.014163,0.013869,2.806036,0.114686,24.467034,2.34729
