epoch,train_loss,val_loss
1,0.07961113073454963,0.06278906762599945
2,0.05383265093843142,0.04895717650651932
3,0.0461627575302124,0.04474647715687752
4,0.04368669149345822,0.043220605701208115
5,0.04250109627789921,0.042185939848423004
6,0.04139412843757206,0.040984999388456345
7,0.04006816720459196,0.03955551236867905
8,0.03864979746169514,0.038047436624765396
9,0.03692848117378023,0.035718630999326706
10,0.03446590864221255,0.03368749842047691
11,0.032936907600031956,0.03243250027298927
12,0.03196260528869099,0.03161885216832161
13,0.03124037257499165,0.031046954914927483
14,0.030669623846014342,0.030500732362270355
15,0.030193243778612877,0.03008917160332203
16,0.029791226280927657,0.029806606471538544
17,0.02943465623795986,0.029416140168905258
18,0.029127121376925046,0.029154643416404724
19,0.02883834052403768,0.02890382520854473
20,0.028591921624541283,0.028561361134052277
21,0.028334746874637076,0.028408851474523544
22,0.028133171720239852,0.028274472802877426
23,0.027941541407240762,0.027940237894654274
24,0.027713170428739654,0.02777821198105812
25,0.027553077138331203,0.02758760191500187
26,0.02736354855226146,0.027399882674217224
27,0.027226270138952468,0.027445543557405472
28,0.027059472644660208,0.02713664062321186
29,0.026895854163500998,0.02707981877028942
30,0.026730682837102147,0.026874743402004242
31,0.026582424817615084,0.026685873046517372
32,0.026440359362032678,0.02655164524912834
33,0.026286296902894975,0.026453934609889984
34,0.026130382290681202,0.02626827172935009
35,0.0259728548785713,0.026082636788487434
36,0.025818708244628376,0.025963276624679565
37,0.025669890718724993,0.025833452120423317
38,0.025507076884971724,0.025653250515460968
39,0.02532996580408679,0.02557975798845291
40,0.02517126278460026,0.025421228259801865
41,0.024984121875100667,0.02527213841676712
42,0.02480938636779785,0.025080475956201553
43,0.02462057807372676,0.02481183037161827
44,0.024431286212470798,0.024629466235637665
45,0.024225782502293586,0.024430833756923676
46,0.024005394863618745,0.02415657602250576
47,0.023786649172902106,0.02397131361067295
48,0.023546520637406244,0.02381877787411213
49,0.023282503083348276,0.02346343733370304
50,0.023019755827652085,0.023144913837313652
51,0.022691423973176215,0.022892404347658157
52,0.02237297179877758,0.02254682593047619
53,0.021973700274295276,0.022059965878725052
54,0.021528547539843453,0.021493393927812576
55,0.021013141371077963,0.021095357835292816
56,0.02041487664235963,0.020220063626766205
57,0.019716602542002994,0.019538968801498413
58,0.018936297667556338,0.018606893718242645
59,0.018125585961408085,0.01793852262198925
60,0.017360580095118948,0.01724313385784626
61,0.016665995427303845,0.016548316925764084
62,0.016091287287341223,0.015856042504310608
63,0.01557627102666431,0.015498409979045391
64,0.015130042029486762,0.014954540878534317
65,0.014727695002555847,0.014660394750535488
66,0.014399092254638672,0.014365937560796738
67,0.014099992441733678,0.014087218791246414
68,0.013899443099829885,0.013921442441642284
69,0.013640165566735798,0.013627585954964161
70,0.013446366758777036,0.013335873372852802
71,0.01327645317590899,0.01334138959646225
72,0.013129757610989942,0.013047900050878525
73,0.012900681782530414,0.012993291020393372
74,0.012792257558736536,0.012738878838717937
75,0.012663397632671727,0.012559814378619194
76,0.012504391806423664,0.012503325007855892
77,0.01244039070159197,0.012351520359516144
78,0.012294153136809666,0.012322026304900646
79,0.012220012564327982,0.012234760448336601
80,0.012168035439915128,0.012106116861104965
81,0.01203652715590265,0.012030079960823059
82,0.011956459396779537,0.012016800232231617
83,0.011865136634442542,0.011918085627257824
84,0.0117962571956714,0.011843260377645493
85,0.011704715090228452,0.011747448705136776
86,0.01171675189928876,0.01165321096777916
87,0.011609835218290489,0.011766633950173855
88,0.011666265866027937,0.011638340540230274
89,0.01156198002172841,0.01154178287833929
90,0.01140748538672924,0.01157941110432148
91,0.01139471117635568,0.011384503915905952
92,0.011305619821945827,0.01124253123998642
93,0.011372667387392786,0.011302382685244083
94,0.01134157580792904,0.011217553168535233
95,0.01117915121174521,0.011200466193258762
96,0.011159321628345384,0.01109641045331955
97,0.01109038621885909,0.01098702009767294
98,0.011048900451494589,0.011166475713253021
99,0.011097204506463475,0.011181487701833248
100,0.011156058883600765,0.01101811695843935
101,0.010949211723936928,0.010892985388636589
102,0.010928444586131307,0.010849314741790295
103,0.010847863454156451,0.01076151616871357
104,0.010860678487188287,0.010920882225036621
105,0.010952910629742676,0.011039115488529205
106,0.01094527871939871,0.010749326087534428
107,0.010830275616281563,0.010851745493710041
108,0.010715389453735617,0.010765823535621166
109,0.010656983705494139,0.010879465378820896
110,0.010636136747731104,0.01070118136703968
111,0.01078067492283053,0.010514591820538044
112,0.01061339721335305,0.010500067844986916
113,0.010541230753262838,0.010472394526004791
114,0.010452389681637288,0.010503874160349369
